game_id,season_year,game_label,game_subtype,season_type_slug,game_status,game_status_text,date_utc,time_utc,datetime_utc,date_est,time_est,datetime_est,home_team_id,home_tricode,home_city,home_name,away_team_id,away_tricode,away_city,away_name,arena_name,arena_city,arena_state,broadcasters_national
401867792,2025,Preseason,STD,preseason,3,Final,2026-04-30,02:00,2026-04-30 02:00:00+00:00,2026-04-29,22:00,2026-04-29 22:00:00-04:00,11,PHX,Phoenix,Mercury,17475,JPN,Japan,JAPAN,Mortgage Matchup Center,Phoenix,AZ,Arizona's Family 3TV
401866518,2025,Preseason,STD,preseason,3,Final,2026-04-30,23:00,2026-04-30 23:00:00+00:00,2026-04-30,19:00,2026-04-30 19:00:00-04:00,5,IND,Indiana,Fever,3,DAL,Dallas,Wings,Gainbridge Fieldhouse,Indianapolis,IN,ION
401867793,2026,Preseason,STD,preseason,3,Final,2026-05-02,00:00,2026-05-02 00:00:00+00:00,2026-05-01,20:00,2026-05-01 20:00:00-04:00,8,MIN,Minnesota,Lynx,131935,TOR,Toronto,Tempo,Target Center,Minneapolis,MN,Victory+ | NBATV Canada
401867794,2026,Preseason,STD,preseason,3,Final,2026-05-02,23:00,2026-05-02 23:00:00+00:00,2026-05-02,19:00,2026-05-02 19:00:00-04:00,5,IND,Indiana,Fever,17476,NIGER,Nigeria,NIGERIA,Gainbridge Fieldhouse,Indianapolis,IN,MeTV Indianapolis
401867795,2026,Preseason,STD,preseason,3,Final,2026-05-03,19:00,2026-05-03 19:00:00+00:00,2026-05-03,15:00,2026-05-03 15:00:00-04:00,20,ATL,Atlanta,Dream,16,WSH,Washington,Mystics,Gateway Center,College Park,GA,
401866519,2026,Preseason,STD,preseason,3,Final,2026-05-03,21:00,2026-05-03 21:00:00+00:00,2026-05-03,17:00,2026-05-03 17:00:00-04:00,18,CON,Connecticut,Sun,9,NYL,New York,Liberty,Mohegan Sun Arena,Uncasville,CT,ION
401866520,2026,Preseason,STD,preseason,3,Final,2026-05-03,23:00,2026-05-03 23:00:00+00:00,2026-05-03,19:00,2026-05-03 19:00:00-04:00,3,DAL,Dallas,Wings,17,LVA,Las Vegas,Aces,Moody Center,Austin,TX,ION
401866521,2026,Preseason,STD,preseason,3,Final,2026-05-03,23:00,2026-05-03 23:00:00+00:00,2026-05-03,19:00,2026-05-03 19:00:00-04:00,132052,POR,Portland,Fire,6,LAS,Los Angeles,Sparks,Moda Center,Portland,OR,Fox 12 Plus
401856890,2026,Regular Season,STD,regular-season,3,Final,2026-05-08,23:30,2026-05-08 23:30:00+00:00,2026-05-08,19:30,2026-05-08 19:30:00-04:00,9,NYL,New York,Liberty,18,CON,Connecticut,Sun,Barclays Center,Brooklyn,NY,ION
401856891,2026,Regular Season,STD,regular-season,3,Final,2026-05-08,23:30,2026-05-08 23:30:00+00:00,2026-05-08,19:30,2026-05-08 19:30:00-04:00,131935,TOR,Toronto,Tempo,16,WSH,Washington,Mystics,Coca-Cola Coliseum,Toronto,ON,ION | TSN
401856892,2026,Regular Season,STD,regular-season,3,Final,2026-05-09,02:00,2026-05-09 02:00:00+00:00,2026-05-08,22:00,2026-05-08 22:00:00-04:00,14,SEA,Seattle,Storm,129689,GSV,Golden State,Valkyries,Climate Pledge Arena,Seattle,WA,ION
401856893,2026,Regular Season,STD,regular-season,3,Final,2026-05-09,17:00,2026-05-09 17:00:00+00:00,2026-05-09,13:00,2026-05-09 13:00:00-04:00,5,IND,Indiana,Fever,3,DAL,Dallas,Wings,Gainbridge Fieldhouse,Indianapolis,IN,ABC | Disney+
401856894,2026,Regular Season,STD,regular-season,3,Final,2026-05-09,19:30,2026-05-09 19:30:00+00:00,2026-05-09,15:30,2026-05-09 15:30:00-04:00,17,LVA,Las Vegas,Aces,11,PHX,Phoenix,Mercury,T-Mobile Arena,Las Vegas,NV,ABC | Disney+
401856899,2026,Regular Season,STD,regular-season,3,Final,2026-05-10,00:00,2026-05-10 00:00:00+00:00,2026-05-09,20:00,2026-05-09 20:00:00-04:00,8,MIN,Minnesota,Lynx,20,ATL,Atlanta,Dream,Target Center,Minneapolis,MN,Atlanta News First | Victory+ ATL | Victory+ MIN
401856895,2026,Regular Season,STD,regular-season,3,Final,2026-05-10,01:00,2026-05-10 01:00:00+00:00,2026-05-09,21:00,2026-05-09 21:00:00-04:00,132052,POR,Portland,Fire,19,CHI,Chicago,Sky,Moda Center,Portland,OR,NBA TV | Fox 12 Plus | CW26
401856896,2026,Regular Season,STD,regular-season,3,Final,2026-05-10,17:00,2026-05-10 17:00:00+00:00,2026-05-10,13:00,2026-05-10 13:00:00-04:00,18,CON,Connecticut,Sun,14,SEA,Seattle,Storm,Mohegan Sun Arena,Uncasville,CT,NBC Sports BO | CW Seattle | Prime Video-Seattle
401856897,2026,Regular Season,STD,regular-season,3,Final,2026-05-10,19:00,2026-05-10 19:00:00+00:00,2026-05-10,15:00,2026-05-10 15:00:00-04:00,16,WSH,Washington,Mystics,9,NYL,New York,Liberty,CareFirst Arena,Washington,DC,MNMT | WWOR-TV | Liberty Live
401856898,2026,Regular Season,STD,regular-season,3,Final,2026-05-10,22:00,2026-05-10 22:00:00+00:00,2026-05-10,18:00,2026-05-10 18:00:00-04:00,6,LAS,Los Angeles,Sparks,17,LVA,Las Vegas,Aces,crypto.com Arena,Los Angeles,CA,USA Net | Spectrum Sports Net | Vegas 34
401856900,2026,Regular Season,STD,regular-season,3,Final,2026-05-11,00:30,2026-05-11 00:30:00+00:00,2026-05-10,20:30,2026-05-10 20:30:00-04:00,129689,GSV,Golden State,Valkyries,11,PHX,Phoenix,Mercury,Chase Center,San Francisco,CA,KPIX+ | Arizona's Family 3TV | Merc+
401856901,2026,Regular Season,STD,regular-season,3,Final,2026-05-13,00:00,2026-05-13 00:00:00+00:00,2026-05-12,20:00,2026-05-12 20:00:00-04:00,3,DAL,Dallas,Wings,20,ATL,Atlanta,Dream,College Park Center,Arlington,TX,WNBA League Pass | PeachtreeTV | Victory+ ATL | KFAA-TV
401856902,2026,Regular Season,STD,regular-season,3,Final,2026-05-13,02:00,2026-05-13 02:00:00+00:00,2026-05-12,22:00,2026-05-12 22:00:00-04:00,11,PHX,Phoenix,Mercury,8,MIN,Minnesota,Lynx,Mortgage Matchup Center,Phoenix,AZ,WNBA League Pass | Victory+ | Victory+ MIN | Arizona's Family 3TV | Merc+
401856903,2026,Regular Season,STD,regular-season,3,Final,2026-05-13,02:00,2026-05-13 02:00:00+00:00,2026-05-12,22:00,2026-05-12 22:00:00-04:00,132052,POR,Portland,Fire,9,NYL,New York,Liberty,Moda Center,Portland,OR,WNBA League Pass | WWOR-TV | Liberty Live | Fox 12 Plus
401856904,2026,Regular Season,STD,regular-season,3,Final,2026-05-13,23:00,2026-05-13 23:00:00+00:00,2026-05-13,19:00,2026-05-13 19:00:00-04:00,131935,TOR,Toronto,Tempo,14,SEA,Seattle,Storm,Coca-Cola Coliseum,Toronto,ON,WNBA League Pass | CW Seattle | Prime Video-Seattle | TSN
401856905,2026,Regular Season,STD,regular-season,3,Final,2026-05-14,00:00,2026-05-14 00:00:00+00:00,2026-05-13,20:00,2026-05-13 20:00:00-04:00,18,CON,Connecticut,Sun,17,LVA,Las Vegas,Aces,Mohegan Sun Arena,Uncasville,CT,USA Net | Vegas 34
401856906,2026,Regular Season,STD,regular-season,3,Final,2026-05-14,02:00,2026-05-14 02:00:00+00:00,2026-05-13,22:00,2026-05-13 22:00:00-04:00,129689,GSV,Golden State,Valkyries,19,CHI,Chicago,Sky,Chase Center,San Francisco,CA,WNBA League Pass | CW26 | KPIX+
401856907,2026,Regular Season,STD,regular-season,3,Final,2026-05-14,02:30,2026-05-14 02:30:00+00:00,2026-05-13,22:30,2026-05-13 22:30:00-04:00,6,LAS,Los Angeles,Sparks,5,IND,Indiana,Fever,crypto.com Arena,Los Angeles,CA,USA Net | Spectrum Sports Net
401856908,2026,Regular Season,STD,regular-season,3,Final,2026-05-15,00:00,2026-05-15 00:00:00+00:00,2026-05-14,20:00,2026-05-14 20:00:00-04:00,3,DAL,Dallas,Wings,8,MIN,Minnesota,Lynx,College Park Center,Arlington,TX,Prime Video
401856909,2026,Regular Season,STD,regular-season,3,Final,2026-05-15,02:00,2026-05-15 02:00:00+00:00,2026-05-14,22:00,2026-05-14 22:00:00-04:00,132052,POR,Portland,Fire,9,NYL,New York,Liberty,Moda Center,Portland,OR,Prime Video | WWOR-TV | Liberty Live
401856910,2026,Regular Season,STD,regular-season,3,Final,2026-05-15,23:30,2026-05-15 23:30:00+00:00,2026-05-15,19:30,2026-05-15 19:30:00-04:00,18,CON,Connecticut,Sun,17,LVA,Las Vegas,Aces,Mohegan Sun Arena,Uncasville,CT,WNBA League Pass | Vegas 34 | NBC Sports BO
401856911,2026,Regular Season,STD,regular-season,3,Final,2026-05-15,23:30,2026-05-15 23:30:00+00:00,2026-05-15,19:30,2026-05-15 19:30:00-04:00,5,IND,Indiana,Fever,16,WSH,Washington,Mystics,Gainbridge Fieldhouse,Indianapolis,IN,ION | WNBA League Pass
401856912,2026,Regular Season,STD,regular-season,3,Final,2026-05-16,02:00,2026-05-16 02:00:00+00:00,2026-05-15,22:00,2026-05-15 22:00:00-04:00,6,LAS,Los Angeles,Sparks,131935,TOR,Toronto,Tempo,crypto.com Arena,Los Angeles,CA,ION | WNBA League Pass | TSN
401856913,2026,Regular Season,STD,regular-season,3,Final,2026-05-16,02:00,2026-05-16 02:00:00+00:00,2026-05-15,22:00,2026-05-15 22:00:00-04:00,11,PHX,Phoenix,Mercury,19,CHI,Chicago,Sky,Mortgage Matchup Center,Phoenix,AZ,ION | WNBA League Pass
401856915,2026,Regular Season,STD,regular-season,3,Final,2026-05-17,17:30,2026-05-17 17:30:00+00:00,2026-05-17,13:30,2026-05-17 13:30:00-04:00,20,ATL,Atlanta,Dream,17,LVA,Las Vegas,Aces,State Farm Arena,Atlanta,GA,NBC | Peacock
401856916,2026,Regular Season,STD,regular-season,3,Final,2026-05-17,22:00,2026-05-17 22:00:00+00:00,2026-05-17,18:00,2026-05-17 18:00:00-04:00,5,IND,Indiana,Fever,14,SEA,Seattle,Storm,Gainbridge Fieldhouse,Indianapolis,IN,Peacock | NBCSN | MeTV Indianapolis | KOMO-TV | Prime Video-Seattle
401856914,2026,Regular Season,STD,regular-season,3,Final,2026-05-17,23:00,2026-05-17 23:00:00+00:00,2026-05-17,19:00,2026-05-17 19:00:00-04:00,8,MIN,Minnesota,Lynx,19,CHI,Chicago,Sky,Target Center,Minneapolis,MN,WNBA League Pass | CW26 | Victory+ | Victory+ MIN
401856917,2026,Regular Season,STD,regular-season,3,Final,2026-05-17,23:00,2026-05-17 23:00:00+00:00,2026-05-17,19:00,2026-05-17 19:00:00-04:00,6,LAS,Los Angeles,Sparks,131935,TOR,Toronto,Tempo,crypto.com Arena,Los Angeles,CA,WNBA League Pass | TSN | Spectrum Sports Net
401856918,2026,Regular Season,STD,regular-season,3,Final,2026-05-19,00:00,2026-05-19 00:00:00+00:00,2026-05-18,20:00,2026-05-18 20:00:00-04:00,3,DAL,Dallas,Wings,16,WSH,Washington,Mystics,College Park Center,Arlington,TX,Peacock | NBCSN | MNMT | KFAA-TV
401856919,2026,Regular Season,STD,regular-season,3,Final,2026-05-19,02:00,2026-05-19 02:00:00+00:00,2026-05-18,22:00,2026-05-18 22:00:00-04:00,132052,POR,Portland,Fire,18,CON,Connecticut,Sun,Moda Center,Portland,OR,WNBA League Pass | NBC Sports BO | Fox 12 Plus
401856920,2026,Regular Season,STD,regular-season,3,Final,2026-05-20,02:00,2026-05-20 02:00:00+00:00,2026-05-19,22:00,2026-05-19 22:00:00-04:00,11,PHX,Phoenix,Mercury,131935,TOR,Toronto,Tempo,Mortgage Matchup Center,Phoenix,AZ,WNBA League Pass | TSN | Arizona's Family 3TV | Merc+
401856921,2026,Regular Season,STD,regular-season,3,Final,2026-05-20,23:00,2026-05-20 23:00:00+00:00,2026-05-20,19:00,2026-05-20 19:00:00-04:00,5,IND,Indiana,Fever,132052,POR,Portland,Fire,Gainbridge Fieldhouse,Indianapolis,IN,USA Net | MeTV Indianapolis | Fox 12 Plus
401856922,2026,Regular Season,STD,regular-season,3,Final,2026-05-21,01:00,2026-05-21 01:00:00+00:00,2026-05-20,21:00,2026-05-20 21:00:00-04:00,19,CHI,Chicago,Sky,3,DAL,Dallas,Wings,Wintrust Arena,Chicago,IL,USA Net | CW26 | KFAA-TV
401856923,2026,Regular Season,STD,regular-season,3,Final,2026-05-21,02:00,2026-05-21 02:00:00+00:00,2026-05-20,22:00,2026-05-20 22:00:00-04:00,14,SEA,Seattle,Storm,18,CON,Connecticut,Sun,Climate Pledge Arena,Seattle,WA,WNBA League Pass | NBC Sports BO | CW Seattle | Prime Video-Seattle
401856924,2026,Regular Season,STD,regular-season,3,Final,2026-05-22,00:00,2026-05-22 00:00:00+00:00,2026-05-21,20:00,2026-05-21 20:00:00-04:00,9,NYL,New York,Liberty,129689,GSV,Golden State,Valkyries,Barclays Center,Brooklyn,NY,Prime Video | WWOR-TV | Liberty Live
401856925,2026,Regular Season,STD,regular-season,3,Final,2026-05-22,00:00,2026-05-22 00:00:00+00:00,2026-05-21,20:00,2026-05-21 20:00:00-04:00,8,MIN,Minnesota,Lynx,131935,TOR,Toronto,Tempo,Target Center,Minneapolis,MN,WNBA League Pass | TSN | Victory+ | Victory+ MIN
401856926,2026,Regular Season,STD,regular-season,3,Final,2026-05-22,02:00,2026-05-22 02:00:00+00:00,2026-05-21,22:00,2026-05-21 22:00:00-04:00,11,PHX,Phoenix,Mercury,6,LAS,Los Angeles,Sparks,Mortgage Matchup Center,Phoenix,AZ,Prime Video
401856927,2026,Regular Season,STD,regular-season,3,Final,2026-05-22,23:30,2026-05-22 23:30:00+00:00,2026-05-22,19:30,2026-05-22 19:30:00-04:00,20,ATL,Atlanta,Dream,3,DAL,Dallas,Wings,Gateway Center,College Park,GA,ION | WNBA League Pass
401856928,2026,Regular Season,STD,regular-season,3,Final,2026-05-22,23:30,2026-05-22 23:30:00+00:00,2026-05-22,19:30,2026-05-22 19:30:00-04:00,5,IND,Indiana,Fever,129689,GSV,Golden State,Valkyries,Gainbridge Fieldhouse,Indianapolis,IN,ION | WNBA League Pass
401856929,2026,Regular Season,STD,regular-season,3,Final,2026-05-23,02:00,2026-05-23 02:00:00+00:00,2026-05-22,22:00,2026-05-22 22:00:00-04:00,14,SEA,Seattle,Storm,18,CON,Connecticut,Sun,Climate Pledge Arena,Seattle,WA,ION | WNBA League Pass
401856930,2026,Regular Season,STD,regular-season,3,Final,2026-05-23,17:00,2026-05-23 17:00:00+00:00,2026-05-23,13:00,2026-05-23 13:00:00-04:00,19,CHI,Chicago,Sky,8,MIN,Minnesota,Lynx,Wintrust Arena,Chicago,IL,CBS | Paramount+
401856931,2026,Regular Season,STD,regular-season,3,Final,2026-05-23,22:00,2026-05-23 22:00:00+00:00,2026-05-23,18:00,2026-05-23 18:00:00-04:00,131935,TOR,Toronto,Tempo,132052,POR,Portland,Fire,Coca-Cola Coliseum,Toronto,ON,WNBA League Pass | Fox 12 Plus | TSN
401856932,2026,Regular Season,STD,regular-season,3,Final,2026-05-24,00:00,2026-05-24 00:00:00+00:00,2026-05-23,20:00,2026-05-23 20:00:00-04:00,17,LVA,Las Vegas,Aces,6,LAS,Los Angeles,Sparks,Michelob ULTRA Arena,Las Vegas,NV,CBS | Paramount+
401856933,2026,Regular Season,STD,regular-season,3,Final,2026-05-24,19:00,2026-05-24 19:00:00+00:00,2026-05-24,15:00,2026-05-24 15:00:00-04:00,20,ATL,Atlanta,Dream,11,PHX,Phoenix,Mercury,Gateway Center,College Park,GA,WNBA League Pass | Arizona's Family 3TV | Merc+ | Atlanta News First | Victory+ ATL
401856934,2026,Regular Season,STD,regular-season,3,Final,2026-05-24,19:30,2026-05-24 19:30:00+00:00,2026-05-24,15:30,2026-05-24 15:30:00-04:00,9,NYL,New York,Liberty,3,DAL,Dallas,Wings,Barclays Center,Brooklyn,NY,NBC | Peacock
401856935,2026,Regular Season,STD,regular-season,3,Final,2026-05-24,22:00,2026-05-24 22:00:00+00:00,2026-05-24,18:00,2026-05-24 18:00:00-04:00,14,SEA,Seattle,Storm,16,WSH,Washington,Mystics,Climate Pledge Arena,Seattle,WA,WNBA League Pass | MNMT | KOMO-TV | Prime Video-Seattle
401856936,2026,Regular Season,STD,regular-season,3,Final,2026-05-26,00:00,2026-05-26 00:00:00+00:00,2026-05-25,20:00,2026-05-25 20:00:00-04:00,9,NYL,New York,Liberty,132052,POR,Portland,Fire,Barclays Center,Brooklyn,NY,Peacock | NBCSN | Fox 5 New York | Liberty Live | Fox 12 Plus
401856937,2026,Regular Season,STD,regular-season,3,Final,2026-05-26,02:00,2026-05-26 02:00:00+00:00,2026-05-25,22:00,2026-05-25 22:00:00-04:00,129689,GSV,Golden State,Valkyries,18,CON,Connecticut,Sun,Chase Center,San Francisco,CA,WNBA League Pass | NBC Sports BO | KPIX+
401856938,2026,Regular Season,STD,regular-season,3,Final,2026-05-27,23:00,2026-05-27 23:00:00+00:00,2026-05-27,19:00,2026-05-27 19:00:00-04:00,9,NYL,New York,Liberty,11,PHX,Phoenix,Mercury,Barclays Center,Brooklyn,NY,USA Net | WWOR-TV | Liberty Live | Arizona's Family 3TV | Merc+
401856939,2026,Regular Season,STD,regular-season,3,Final,2026-05-28,00:00,2026-05-28 00:00:00+00:00,2026-05-27,20:00,2026-05-27 20:00:00-04:00,19,CHI,Chicago,Sky,131935,TOR,Toronto,Tempo,Wintrust Arena,Chicago,IL,WNBA League Pass | TSN | CW26
401856940,2026,Regular Season,STD,regular-season,3,Final,2026-05-28,01:00,2026-05-28 01:00:00+00:00,2026-05-27,21:00,2026-05-27 21:00:00-04:00,8,MIN,Minnesota,Lynx,20,ATL,Atlanta,Dream,Target Center,Minneapolis,MN,USA Net | Atlanta News First | Victory+ ATL | Victory+ MIN
401856941,2026,Regular Season,STD,regular-season,3,Final,2026-05-28,02:00,2026-05-28 02:00:00+00:00,2026-05-27,22:00,2026-05-27 22:00:00-04:00,132052,POR,Portland,Fire,18,CON,Connecticut,Sun,Moda Center,Portland,OR,WNBA League Pass | NBC Sports BO | Fox 12 Plus
401856942,2026,Regular Season,STD,regular-season,3,Final,2026-05-28,02:00,2026-05-28 02:00:00+00:00,2026-05-27,22:00,2026-05-27 22:00:00-04:00,14,SEA,Seattle,Storm,16,WSH,Washington,Mystics,Climate Pledge Arena,Seattle,WA,WNBA League Pass | MNMT | CW Seattle | Prime Video-Seattle
401856943,2026,Regular Season,STD,regular-season,3,Final,2026-05-29,00:00,2026-05-29 00:00:00+00:00,2026-05-28,20:00,2026-05-28 20:00:00-04:00,3,DAL,Dallas,Wings,17,LVA,Las Vegas,Aces,College Park Center,Arlington,TX,Prime Video
401856944,2026,Regular Season,STD,regular-season,3,Final,2026-05-29,02:00,2026-05-29 02:00:00+00:00,2026-05-28,22:00,2026-05-28 22:00:00-04:00,129689,GSV,Golden State,Valkyries,5,IND,Indiana,Fever,Chase Center,San Francisco,CA,Prime Video
401856945,2026,Regular Season,STD,regular-season,3,Final,2026-05-29,23:30,2026-05-29 23:30:00+00:00,2026-05-29,19:30,2026-05-29 19:30:00-04:00,9,NYL,New York,Liberty,11,PHX,Phoenix,Mercury,Barclays Center,Brooklyn,NY,ION | WNBA League Pass
401856946,2026,Regular Season,STD,regular-season,3,Final,2026-05-29,23:30,2026-05-29 23:30:00+00:00,2026-05-29,19:30,2026-05-29 19:30:00-04:00,16,WSH,Washington,Mystics,6,LAS,Los Angeles,Sparks,CareFirst Arena,Washington,DC,ION | WNBA League Pass
401856947,2026,Regular Season,STD,regular-season,3,Final,2026-05-29,23:30,2026-05-29 23:30:00+00:00,2026-05-29,19:30,2026-05-29 19:30:00-04:00,19,CHI,Chicago,Sky,8,MIN,Minnesota,Lynx,Wintrust Arena,Chicago,IL,ION | WNBA League Pass
401856948,2026,Regular Season,STD,regular-season,3,Final,2026-05-30,02:00,2026-05-30 02:00:00+00:00,2026-05-29,22:00,2026-05-29 22:00:00-04:00,132052,POR,Portland,Fire,20,ATL,Atlanta,Dream,Moda Center,Portland,OR,ION | WNBA League Pass
401856949,2026,Regular Season,STD,regular-season,3,Final,2026-05-30,17:00,2026-05-30 17:00:00+00:00,2026-05-30,13:00,2026-05-30 13:00:00-04:00,131935,TOR,Toronto,Tempo,14,SEA,Seattle,Storm,Coca-Cola Coliseum,Toronto,ON,WNBA League Pass | KOMO-TV | Prime Video-Seattle | TSN
401856950,2026,Regular Season,STD,regular-season,3,Final,2026-05-30,22:00,2026-05-30 22:00:00+00:00,2026-05-30,18:00,2026-05-30 18:00:00-04:00,18,CON,Connecticut,Sun,6,LAS,Los Angeles,Sparks,PeoplesBank Arena,Hartford,CT,WNBA League Pass | Spectrum Sports Net | NBC Sports BO
401856951,2026,Regular Season,STD,regular-season,3,Final,2026-05-31,00:00,2026-05-31 00:00:00+00:00,2026-05-30,20:00,2026-05-30 20:00:00-04:00,132052,POR,Portland,Fire,5,IND,Indiana,Fever,Moda Center,Portland,OR,CBS | Paramount+
401856952,2026,Regular Season,STD,regular-season,3,Final,2026-05-31,19:30,2026-05-31 19:30:00+00:00,2026-05-31,15:30,2026-05-31 15:30:00-04:00,129689,GSV,Golden State,Valkyries,17,LVA,Las Vegas,Aces,Chase Center,San Francisco,CA,NBC | Peacock
401856953,2026,Regular Season,STD,regular-season,3,Final,2026-06-02,00:00,2026-06-02 00:00:00+00:00,2026-06-01,20:00,2026-06-01 20:00:00-04:00,3,DAL,Dallas,Wings,14,SEA,Seattle,Storm,College Park Center,Arlington,TX,USA Net | KFAA-TV | CW Seattle | Prime Video-Seattle
401856954,2026,Regular Season,STD,regular-season,3,Final,2026-06-02,02:00,2026-06-02 02:00:00+00:00,2026-06-01,22:00,2026-06-01 22:00:00-04:00,11,PHX,Phoenix,Mercury,8,MIN,Minnesota,Lynx,Mortgage Matchup Center,Phoenix,AZ,Peacock | NBCSN | Arizona's Family 3TV | Merc+ | Victory+ MIN
401856955,2026,Regular Season,STD,regular-season,1,Scheduled,2026-06-02,23:30,2026-06-02 23:30:00+00:00,2026-06-02,19:30,2026-06-02 19:30:00-04:00,20,ATL,Atlanta,Dream,18,CON,Connecticut,Sun,Gateway Center,College Park,GA,WNBA League Pass | NBC Sports BO | PeachtreeTV | Victory+ ATL
401856956,2026,Regular Season,STD,regular-season,1,Scheduled,2026-06-02,23:30,2026-06-02 23:30:00+00:00,2026-06-02,19:30,2026-06-02 19:30:00-04:00,16,WSH,Washington,Mystics,19,CHI,Chicago,Sky,CareFirst Arena,Washington,DC,WNBA League Pass | CW26 | MNMT
401856957,2026,Regular Season,STD,regular-season,1,Scheduled,2026-06-03,02:00,2026-06-03 02:00:00+00:00,2026-06-02,22:00,2026-06-02 22:00:00-04:00,129689,GSV,Golden State,Valkyries,132052,POR,Portland,Fire,Chase Center,San Francisco,CA,WNBA League Pass | Fox 12 Plus | KPIX+
401856958,2026,Regular Season,STD,regular-season,1,Scheduled,2026-06-03,02:00,2026-06-03 02:00:00+00:00,2026-06-02,22:00,2026-06-02 22:00:00-04:00,6,LAS,Los Angeles,Sparks,17,LVA,Las Vegas,Aces,crypto.com Arena,Los Angeles,CA,WNBA League Pass | Vegas 34 | Spectrum Sports Net
401856959,2026,Regular Season,STD,regular-season,1,Scheduled,2026-06-03,23:30,2026-06-03 23:30:00+00:00,2026-06-03,19:30,2026-06-03 19:30:00-04:00,9,NYL,New York,Liberty,131935,TOR,Toronto,Tempo,Barclays Center,Brooklyn,NY,USA Net | WWOR-TV | Liberty Live | TSN
401856960,2026,Regular Season,STD,regular-season,1,Scheduled,2026-06-04,02:00,2026-06-04 02:00:00+00:00,2026-06-03,22:00,2026-06-03 22:00:00-04:00,14,SEA,Seattle,Storm,11,PHX,Phoenix,Mercury,Climate Pledge Arena,Seattle,WA,USA Net | CW Seattle | Prime Video-Seattle | AZ Family Sports Net | Merc+
401856961,2026,Regular Season,STD,regular-season,1,Scheduled,2026-06-04,23:00,2026-06-04 23:00:00+00:00,2026-06-04,19:00,2026-06-04 19:00:00-04:00,5,IND,Indiana,Fever,20,ATL,Atlanta,Dream,Gainbridge Fieldhouse,Indianapolis,IN,Prime Video
401856962,2026,Regular Season,STD,regular-season,1,Scheduled,2026-06-05,01:00,2026-06-05 01:00:00+00:00,2026-06-04,21:00,2026-06-04 21:00:00-04:00,8,MIN,Minnesota,Lynx,129689,GSV,Golden State,Valkyries,Target Center,Minneapolis,MN,Prime Video
